## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,
entity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.url,entity.inventory,entity.margin,entity.warehousecode,entity.endesc,entity.esdesc,entity.productType,entity.parentId,entity.visibility,entity.pack,entity.stockStatus,entity.stockQuantity,entity.netContent,entity.material,entity.brand,entity.flavor
1043,Powerade Ion 4 Sabor Lima-Limon 500 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/6/2/623_powerade-lima-limon-500-ml-pet-3p_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-lima-limon-500-ml-pet.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Lima Limon 500 ml 3 botellas,simple,477,Not Visible Individually,3 Botellas,In stock,9999,500 ml,PET,Powerade,Lima-Limon
1044,Powerade Ion 4 Sabor Lima-Limon 600 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/p/w/pwd_lima_600ml_prop_seca-min_1_3_1.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-lima-limon-600-ml-pet.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Lima Limon 600 ml 3 botellas,simple,628,Not Visible Individually,3 Botellas,In stock,9999,600 ml,PET,Powerade,Lima-Limon
1045,Powerade Ion 4 Sabor Moras 1 L 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/p/w/pwd_vis2018_moras_pet1l_prop_seca-min_1__3_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-moras-1-l.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Moras 1 L 3 botellas,simple,8588,Not Visible Individually,3 Botellas,In stock,9999,1 L,PET,Powerade,Moras
1046,Powerade Ion 4 Sabor Moras 500 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501055329267_0_1_1.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-moras-500-ml.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Moras 500 ml 3 botellas,simple,582,Not Visible Individually,3 Botellas,In stock,9999,500 ml,PET,Powerade,Moras
1047,Powerade Ion 4 Sabor Moras 600 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/p/w/pwd_moras_600ml_prop_seca-min_1_3_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-moras-600-ml-pet.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Moras 600 ml 3 botellas,simple,481,Not Visible Individually,3 Botellas,In stock,9999,600 ml,PET,Powerade,Moras
1048,Powerade Ion 4 Sabor Naranja 1 L 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/p/w/pwd_vis2018_naranja_pet1l_prop_seca-min_1_3_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-naranja-1-l.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Naranja 1 L 3 botellas,simple,8810,Not Visible Individually,3 Botellas,In stock,9998,1 L,PET,Powerade,Naranja
1049,Powerade Ion 4 Sabor Naranja 500 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/p/w/pwd_naranja_500ml_prop_seca-min_1__3_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-naranja-500-ml-pet.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Naranja 500 ml 3 botellas,simple,485,Not Visible Individually,3 Botellas,In stock,9999,500 ml,PET,Powerade,Naranja
1050,Powerade Ion 4 Sabor Naranja 600 ml 3 Botellas,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/6/1/613_powerade-ion4-naranja-mandarina-600-ml-botella-pet-6p_2.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-sabor-naranja-600-ml-pet.html,,,"[""c22"", ""c24""]",,Powerade Ion 4 Naranja 600 ml 3 botellas,simple,630,Not Visible Individually,3 Botellas,In stock,9999,600 ml,PET,Powerade,Naranja
1054,Leche Santa Clara Entera 1 L 4 Tetra Bricks,"71, 72, 121, 129, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501295600126_0_1.jpg,,https://www.coca-colaentuhogar.com/leche-santa-clara-entera-1-l.html,,,"[""c22"", ""c24""]",,Leche Santa Clara Entera 1 L 4 cajas,simple,501,Not Visible Individually,4 Tetra Bricks,In stock,9999739,1 L,Carton,Santa Clara,Natural
1055,Leche Santa Clara Deslactosada 1 L 4 Tetra Bricks,"71, 72, 121, 129, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501295600157_0_2.jpg,,https://www.coca-colaentuhogar.com/leche-santa-clara-deslactosada-1-l-carton.html,,,"[""c22"", ""c24""]",,Leche Santa Clara Deslactosada 1 L 4 cajas,simple,504,Not Visible Individually,4 Tetra Bricks,In stock,9999989,1 L,Carton,Santa Clara,Natural Deslactosada
1056,Leche Santa Clara Deslactosada Light 1 L 4 Tetra Bricks,"71, 72, 121, 129, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501055349005_0_3.jpg,,https://www.coca-colaentuhogar.com/leche-santa-clara-deslactosada-light-1l-6-pz.html,,,"[""c22"", ""c24""]",,Leche Santa Clara Deslactosada Light 1 L 4 cajas,simple,507,Not Visible Individually,4 Tetra Bricks,In stock,9999996,1 L,Carton,Santa Clara,Natural Deslactosada Light
1057,Leche Santa Clara Light 1 L 4 Tetra Bricks,"71, 72, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501295600140_0_2.jpg,,https://www.coca-colaentuhogar.com/leche-santa-clara-light-1-l.html,,,"[""c22"", ""c24""]",,Leche Santa Clara Light 1 L 4 cajas,simple,510,Not Visible Individually,4 Tetra Bricks,In stock,9999965,1 L,Carton,Santa Clara,Natural Light
1058,Refresco Sidral Mundet Sabor Manzana 2 L 2 Botellas,"58, 60, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet-manzana-pnr-2l_1.png,,https://www.coca-colaentuhogar.com/refresco-sidral-mundet-manzana-2-l.html,,,"[""c22"", ""c24""]",,Sidral Mundet 2 L 2 botellas,simple,8543,Not Visible Individually,2 Botellas,In stock,9999,2 L,PET,Sidral Mundet,Manzana
1059,Refresco Sidral Mundet Sabor Manzana 355 ml 4 Latas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet-manzana-lata-355ml_1.png,,https://www.coca-colaentuhogar.com/refresco-sidral-mundet-sabor-manzana-355-ml-aluminio.html,,,"[""c22"", ""c24""]",,Sidral Mundet 355 ml 4 latas,simple,730,Not Visible Individually,4 Latas,In stock,9999,355 ml,Aluminio,Sidral Mundet,Manzana
1060,Refresco Sidral Mundet Sabor Manzana 600 ml 4 Botellas,"58, 60, 121, 129",,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet-manzana-pnr-600ml_1.png,,https://www.coca-colaentuhogar.com/refresco-sidral-mundet-sabor-manzana-600-ml-pet.html,,,"[""c105"", ""c110"", ""c111"", ""c112"", ""c113"", ""c114"", ""c115"", ""c131"", ""c22"", ""c24"", ""c93"", ""c94"", ""c98"", ""c99""]",,Sidral Mundet 600 ml 4 botellas,simple,596,Not Visible Individually,4 Botellas,In stock,9999937,600 ml,PET,Sidral Mundet,Manzana
1063,Refresco Sidral Mundet Sabor Manzana 500 ml Retornable 6 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet-manzana-vr-500ml_1.png,,https://www.coca-colaentuhogar.com/refresco-retornable-sidral-mundet-manzana-500-ml.html,,,"[""c22"", ""c24""]",,Sidral Mundet 500 ml Retornable 6 botellas,simple,8852,Not Visible Individually,6 Botellas,In stock,9999999,500 ml,Vidrio,Sidral Mundet,Manzana
1064,Refresco Sprite 2 L 2 Botellas,"58, 60, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/sprite-limon-pnr-2l_1.png,,https://www.coca-colaentuhogar.com/refresco-sprite-2-l.html,,,"[""c22"", ""c24""]",,Sprite 2 L 2 botellas,simple,8555,Not Visible Individually,2 Botellas,In stock,9999,2 L,PET,Sprite,Lima-Limon
1065,Refresco Sprite 355 ml 4 Latas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/sprite-limon-lata-355ml_1.png,,https://www.coca-colaentuhogar.com/refresco-sprite-355-ml-aluminio.html,,,"[""c22"", ""c24"", ""c37"", ""c42"", ""c43"", ""c44"", ""c46""]",,Sprite 355 ml 4 latas,simple,515,Not Visible Individually,4 Latas,In stock,9998,355 ml,Aluminio,Sprite,Lima-Limon
1066,Refresco Sprite 600 ml 3 Botellas,"58, 60, 121, 129",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/sprite-limon-pnr-600ml_1.png,,https://www.coca-colaentuhogar.com/sprite-600ml-12-pz.html,,,"[""c22"", ""c24""]",,Sprite 600 ml 3 botellas,simple,527,Not Visible Individually,3 Botellas,In stock,9999,600 ml,PET,Sprite,Lima-Limon
1069,Refresco Sprite 355 ml Retornable 4 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/sprite-limon-vr-355ml_1.png,,https://www.coca-colaentuhogar.com/refresco-sprite-355-ml-retornable-vidrio.html,,,"[""c22"", ""c24""]",,Sprite 355 ml Retornable 4 botellas,simple,533,Not Visible Individually,4 Botellas,In stock,9999998,355 ml,Vidrio,Sprite,Lima-Limon
1070,Refresco Sprite 500 ml Retornable 6 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/sprite-limon-vr-500ml_1.png,,https://www.coca-colaentuhogar.com/refresco-retornable-sprite-500-ml.html,,,"[""c22"", ""c24""]",,Sprite 500 ml Retornable 6 botellas,simple,8858,Not Visible Individually,6 Botellas,In stock,9999999,500 ml,Vidrio,Sprite,Lima-Limon
1071,Refresco Sprite Sin Azucar 355 ml,"58, 125, 126, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/s/p/spite-sa-355ml-lata.png,,https://www.coca-colaentuhogar.com/refresco-sprite-sin-azucar-355-ml-aluminio.html,,,,,Sprite sin azucar 355 ml,configurable,,"Catalog, Search",,,,355 ml,Aluminio,Sprite,Lima-Limon
1077,Refresco Topo Chico Sangria 355 ml,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-retornable-355ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-355-ml.html,,,,,,configurable,,"Catalog, Search",,,,355 ml,Vidrio,Topo Chico,Almendra
1078,Refresco Topo Chico Sangria 355 ml 24 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-retornable-355ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-355-ml.html,,,"[""c38"", ""c39""]",,,simple,1077,Not Visible Individually,24 Botellas,In stock,99999,355 ml,Vidrio,Topo Chico,Sangria
1079,Refresco Topo Chico Sangria 600 ml,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-600ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-600-ml.html,,,,,,configurable,,"Catalog, Search",,,,600 ml,PET,Topo Chico,Sangria
1080,Refresco Topo Chico Sangria 600 ml 12 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-600ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-600-ml.html,,,"[""c34"", ""c37"", ""c38"", ""c39"", ""c42"", ""c43"", ""c44"", ""c46"", ""c47""]",,,simple,1079,Not Visible Individually,12 Botellas,In stock,99999,600 ml,PET,Topo Chico,Sangria
1081,Refresco Topo Chico Sangria 1.5 L,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-1.5l_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Topo Chico,Sangria
1082,Refresco Topo Chico Sangria 1.5 L 6 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-1.5l_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-1-5-l.html,,,"[""c01"", ""c02"", ""c34"", ""c48"", ""c49""]",,,simple,1081,Not Visible Individually,6 Botellas,In stock,99999,1.5 L,PET,Topo Chico,Sangria
1083,Refresco Topo Chico Sangria Light 600 ml,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-light-600ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-light-600-ml.html,,,,,,configurable,,"Catalog, Search",,,,600 ml,PET,Topo Chico,Sangria Light
1084,Refresco Topo Chico Sangria Light 600 ml 12 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/r/e/refresco-topo-chico-sangria-light-600ml_2.png,,https://www.coca-colaentuhogar.com/refresco-topo-chico-sangria-light-600-ml.html,,,"[""c02"", ""c34""]",,,simple,1083,Not Visible Individually,12 Botellas,In stock,99999,600 ml,PET,Topo Chico,Sangria Light
1092,Bebida Energetica Monster Energy Zero Ultra 473 ml,"251, 311, 359, 607, 655, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163246.png,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-energy-zero-ultra-473-ml.html,,,,,,configurable,,"Catalog, Search",,,,473 ml,Aluminio,Monster,Energy Zero
1095,Agua Mineral Topo Chico 192 ml,"61, 63",,https://www.coca-colaentuhogar.com/media/catalog/product/t/o/topo-chico-192ml-2_1.png,,https://www.coca-colaentuhogar.com/agua-mineral-topo-chico-192-ml.html,,,,,,configurable,,"Catalog, Search",,,,192 ml,Vidrio,Topo Chico,Natural
1096,Agua Mineral Topo Chico 192 ml 12 Botellas,"61, 63",,https://www.coca-colaentuhogar.com/media/catalog/product/t/o/topo-chico-192ml-2_2.png,,https://www.coca-colaentuhogar.com/agua-mineral-topo-chico-192-ml.html,,,"[""c26"", ""c29"", ""c31"", ""c35"", ""c36""]",,,simple,1095,Not Visible Individually,12 Botellas,In stock,99999,192 ml,Vidrio,Topo Chico,Natural
1103,Refresco Joya Sabor Ponche de Frutas 1.5 L,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/j/o/joya_ponchefrutas_1000x1000_65_.png,,https://www.coca-colaentuhogar.com/refresco-joya-sabor-ponche-de-frutas-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Joya,Ponche de Frutas
1104,Refresco Joya Sabor Ponche de Frutas 1.5 L 8 Botellas,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/j/o/joya_ponchefrutas_1000x1000_65__1.png,,https://www.coca-colaentuhogar.com/refresco-joya-sabor-ponche-de-frutas-1-5-l.html,,,"[""c40"", ""c41"", ""c46"", ""c49""]",,,simple,1103,Not Visible Individually,8 Botellas,In stock,99999,1.5 L,PET,Joya,Ponche de Frutas
1105,Refresco Delaware Punch Sabor uva 600 ml 6 Botellas,"121, 125, 126, 129",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/delaware-punch-botella-600ml_2.jpg,,https://www.coca-colaentuhogar.com/refresco-delaware-punch-sabor-uva-600-ml.html,,,"[""c28"", ""c29"", ""c30"", ""c31"", ""c32""]",,,simple,699,Not Visible Individually,6 Botellas,In stock,99999,600 ml,PET,Delaware Punch,Uva
1108,Refresco Coca-Cola 235 ml 4 Latas,"59, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/c/o/coca-cola-original-lata-235ml_2.jpg,,https://www.coca-colaentuhogar.com/refresco-coca-cola-235-ml.html,,,"[""c26"", ""c32"", ""c35"", ""c41""]",,,simple,252,Not Visible Individually,4 Latas,In stock,99999,235 ml,Aluminio,Coca-Cola,Original
1109,Refresco Joya Sabor Manzana 1.5 L,60,,https://www.coca-colaentuhogar.com/media/catalog/product/k/o/komx_mx_joya_manzana_1.5l_pet_seco_front_0420_1.png,,https://www.coca-colaentuhogar.com/refresco-joya-sabor-manzana-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Joya,Manzana
1110,Refresco Joya Sabor Manzana 1.5 L 8 Botellas,60,,https://www.coca-colaentuhogar.com/media/catalog/product/k/o/komx_mx_joya_manzana_1.5l_pet_seco_front_0420_2.png,,https://www.coca-colaentuhogar.com/refresco-joya-sabor-manzana-1-5-l.html,,,"[""c02"", ""c48"", ""c49""]",,,simple,1109,Not Visible Individually,8 Botellas,In stock,99999,1.5 L,PET,Joya,Manzana
1111,Bebida Del Valle Frut con jugo Sabor Citricos 2.5 L,"81, 84",,https://www.coca-colaentuhogar.com/media/catalog/product/v/a/valle-frut-citrus-2.50-l-nr-pet-4.png,,https://www.coca-colaentuhogar.com/bebida-del-valle-frut-con-jugo-sabor-citricos-2-5-l.html,,,,,,configurable,,"Catalog, Search",,,,2.5 L,PET,Del Valle Frut,Citricos
1112,Bebida Del Valle Frut con jugo Sabor Citricos 2.5 L 8 Botellas,"81, 84",,https://www.coca-colaentuhogar.com/media/catalog/product/v/a/valle-frut-citrus-2.50-l-nr-pet-4.png,,https://www.coca-colaentuhogar.com/bebida-del-valle-frut-con-jugo-sabor-citricos-2-5-l.html,,,"[""c34"", ""c47"", ""c48"", ""c49""]",,,simple,1111,Not Visible Individually,8 Botellas,In stock,99999,2.5 L,PET,Del Valle Frut,Citricos
1113,Refresco Coca-Cola Light 355 ml 12 Botellas,"125, 126, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/c/o/coca-cola-light-lata-355ml-2_1.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-light-355-ml.html,,,"[""c100"", ""c101"", ""c102"", ""c103"", ""c104"", ""c105"", ""c106"", ""c107"", ""c108"", ""c109"", ""c110"", ""c111"", ""c112"", ""c113"", ""c114"", ""c115"", ""c116"", ""c117"", ""c118"", ""c119"", ""c120"", ""c122"", ""c123"", ""c124"", ""c125"", ""c126"", ""c127"", ""c128"", ""c129"", ""c130"", ""c131"", ""c135"", ""c37"", ""c38"", ""c39"", ""c60"", ""c61"", ""c91"", ""c92"", ""c93"", ""c94"", ""c95"", ""c96"", ""c97"", ""c98"", ""c99""]",,,simple,637,Not Visible Individually,12 Latas,In stock,9999951,355 ml,Aluminio,Coca-Cola,Original
1114,Refresco Coca-Cola Light 355 ml 12 Botellas,"58, 121, 125, 126, 129, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/c/o/coccollig-ligh-nor-pet-355ml-12pz_2.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-light-355-ml-pet.html,,,"[""c100"", ""c101"", ""c102"", ""c104"", ""c105"", ""c106"", ""c107"", ""c108"", ""c110"", ""c111"", ""c113"", ""c114"", ""c115"", ""c117"", ""c118"", ""c119"", ""c120"", ""c121"", ""c122"", ""c123"", ""c124"", ""c125"", ""c126"", ""c127"", ""c128"", ""c129"", ""c130"", ""c131"", ""c132"", ""c133"", ""c134"", ""c135"", ""c47"", ""c91"", ""c92"", ""c93"", ""c94"", ""c95"", ""c96"", ""c97"", ""c98"", ""c99""]",,,simple,831,Not Visible Individually,12 Botellas,In stock,9999759,355 ml,PET,Coca-Cola Light,Light
1119,Te Negro Fuze Tea Sabor Limon 1 L,"75, 76",,https://www.coca-colaentuhogar.com/media/catalog/product/t/e/te-negro-fuze-tea-limon-600ml_2.jpg,,https://www.coca-colaentuhogar.com/te-negro-fuze-tea-sabor-limon-1-l.html,,,,,,configurable,,"Catalog, Search",,,,1 L,PET,Fuze Tea,Negro - Limon
1120,Te Negro Fuze Tea Sabor Negro Limon 1L 6 Botellas,"75, 76, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/t/e/te-negro-fuze-tea-limon-600ml_2.jpg,,https://www.coca-colaentuhogar.com/te-negro-fuze-tea-sabor-limon-1-l.html,,,"[""c02"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c34"", ""c35"", ""c37"", ""c38"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c44"", ""c46"", ""c48"", ""c49"", ""c50""]",,,simple,1119,Not Visible Individually,6 Botellas,In stock,99999,600 ml,PET,Fuze Tea,Durazno
1129,Del Valle Nectar Clarificado de Manzana Jugo 413 ml,"81, 83",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-nc-manz-413-ml-nr-vid-6.png,,https://www.coca-colaentuhogar.com/del-valle-nectar-clarificado-de-manzana-jugo-413-ml.html,,,,,,configurable,,"Catalog, Search",,,,413 ml,Vidrio,Del Valle,Clarificado Manzana
1130,Del Valle Nectar Clarificado de Manzana Jugo 413 ml 6 Botellas,"81, 83",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-nc-manz-413-ml-nr-vid-6_1.png,,https://www.coca-colaentuhogar.com/del-valle-nectar-clarificado-de-manzana-jugo-413-ml.html,,,"[""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c35"", ""c36"", ""c37"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c44"", ""c50"", ""c60"", ""c61""]",,,simple,1129,Not Visible Individually,6 Botellas,In stock,99999,413 ml,Vidrio,Del Valle,Clarificado Manzana
1131,Nectar Del Valle Sabor Manzana 1 L,"81, 83",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-manzana-clarificado-botella-1l.png,,https://www.coca-colaentuhogar.com/nectar-del-valle-sabor-manzana-1-l.html,,,,,,configurable,,"Catalog, Search",,,,1 L,PET,Del Valle,Manzana
1133,Del Valle Nectar Clarificado de Manzana 250 ml ,"81, 83, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-manzana-clarificado-botella-250ml.jpg,,https://www.coca-colaentuhogar.com/del-valle-nectar-clarificado-de-manzana-250-ml.html,,,,,,configurable,,"Catalog, Search",,,,250 ml,Carton,Del Valle,Clarificado Manzana
1134,Del Valle Nectar Clarificado de Manzana 250 ml 4 Tetra Bricks,"81, 83, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-manzana-clarificado-botella-250ml_2.jpg,,https://www.coca-colaentuhogar.com/del-valle-nectar-clarificado-de-manzana-250-ml.html,,,"[""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c35"", ""c37"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c44"", ""c50""]",,,simple,1133,Not Visible Individually,4 Tetra Bricks,In stock,99999,250 ml,Carton,Del Valle,Clarificado Manzana
1135,Del Valle Nectar Manzana 250 ml,"81, 83, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-manzana-botella-250ml.jpg,,https://www.coca-colaentuhogar.com/del-valle-nectar-manzana-250-ml.html,,,,,,configurable,,"Catalog, Search",,,,250 ml,Carton,Del Valle,Manzana
1136,Nectar Del Valle Sabor Manzana 250 ml 4 Tetra Bricks,"81, 83, 978, 981",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del-valle-manzana-botella-250ml_1_3.jpg,,https://www.coca-colaentuhogar.com/del-valle-nectar-manzana-250-ml.html,,,"[""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c34"", ""c35"", ""c36"", ""c37"", ""c38"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c44"", ""c50""]",,,simple,1135,Not Visible Individually,4 Tetra Bricks,In stock,99999,250 ml,Carton,Del Valle,Manzana
1137,Del Valle Nectar Manzana 413 ml,"81, 83, 85",,https://www.coca-colaentuhogar.com/media/catalog/product/d/v/dv-100-ju-manzana-413-ml-nr-vid-6.png,,https://www.coca-colaentuhogar.com/del-valle-nectar-manzana-413-ml.html,,,,,,configurable,,"Catalog, Search",,,,413 ml,Vidrio,Del Valle,Manzana
1138,Nectar Del Valle Sabor Manzana 413 ml 6 Botellas,"81, 83, 85",,https://www.coca-colaentuhogar.com/media/catalog/product/d/v/dv-100-ju-manzana-413-ml-nr-vid-6.png,,https://www.coca-colaentuhogar.com/del-valle-nectar-manzana-413-ml.html,,,"[""c100"", ""c101"", ""c102"", ""c105"", ""c106"", ""c107"", ""c108"", ""c110"", ""c111"", ""c112"", ""c114"", ""c115"", ""c116"", ""c117"", ""c118"", ""c122"", ""c123"", ""c124"", ""c127"", ""c128"", ""c129"", ""c131"", ""c135"", ""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c35"", ""c36"", ""c37"", ""c38"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c44"", ""c46"", ""c47"", ""c50"", ""c92"", ""c93"", ""c94"", ""c97"", ""c98"", ""c99""]",,,simple,1137,Not Visible Individually,6 Botellas,In stock,9999980,413 ml,Vidrio,Del Valle,Manzana
1139,Pack 2 Sprite + 2 Mundet + 2 Fresca + 2 Fanta 235ml,"58, 60, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/s/u/surtido-8-pack-sabores_1__3.png,,https://www.coca-colaentuhogar.com/pack-2-sprite-2-mundet-2-fresca-2-fanta-235ml.html,,,"[""c27"", ""c60"", ""c61""]",,,simple,1141,Not Visible Individually,8 Latas,In stock,99835,235 ml,Aluminio,Sidral Mundet,Sabores Surtidos
1141,Pack 2 Sprite + 2 Mundet + 2 Fresca + 2 Fanta 235ml,"58, 60, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/s/u/surtido-8-pack-sabores_1__4.png,,https://www.coca-colaentuhogar.com/pack-2-sprite-2-mundet-2-fresca-2-fanta-235ml.html,,,,,,configurable,,"Catalog, Search",,,,235 ml,Aluminio,Sidral Mundet,Sabores Surtidos
1142,Refresco Coca-Cola Sin Azucar 235 ml,1161,,https://www.coca-colaentuhogar.com/media/catalog/product/7/5/7501055354696_0.jpg,,https://www.coca-colaentuhogar.com/refresco-coca-cola-sin-azucar-235-ml.html,,,,,,configurable,,"Catalog, Search",,,,235 ml,Vidrio,Coca-Cola sin Azucar,Sin Azucar
1146,Nectar Del Valle Sabor Naranja 946 ml 4 Tetra Bricks,"81, 83, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/delval-nara-nor-car-946ml-4pz.png,,https://www.coca-colaentuhogar.com/nectar-del-valle-sabor-naranja-946-ml-carton.html,,,"[""c105"", ""c107"", ""c108"", ""c110"", ""c112"", ""c113"", ""c123"", ""c135"", ""c60"", ""c61"", ""c95""]",,,simple,679,Not Visible Individually,4 Tetra Bricks,In stock,9999945,946 ml,Carton,Del Valle,Naranja
